เลขกลุ่มสาระ, ชื่อกลุ่มสาระ, เลขสาระ,ชื่อสาระ,หมวดมาตรฐาน,เลขมาตรฐาน,ชื่อมาตรฐาน,กลุ่มที่, เลขตัวชี้วัดระหว่างทาง, รายละเอียดตัวชี้วัดนะหว่างทาง,เลขตัวชี้วัดปลายทาง,รายละเอียดตัวชี้วัดปลายทาง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,1,ส 1.1 ป.2/2,สรุปพุทธประวัติ ตั้งแต่ประสูติจนถึง การออกผนวช หรือประวัติศาสดาที่ตนนับถือตามที่กําหนด,ส 1.1 ป.2/5,ชื่นชมการทําความดี ของตนเอง บุคคลในครอบครัวและ ในโรงเรียน ตามหลักศาสนา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,1,ส 1.1 ป.2/3,ชื่นชมและบอกแบบอย่างการดําเนินชีวิต และข้อคิดจากประวัติสาวก ชาดก เรื่องเล่าและศาสนิกชน ตัวอย่างตามที่กําหนด,ส 1.1 ป.2/5,ชื่นชมการทําความดี ของตนเอง บุคคลในครอบครัวและ ในโรงเรียน ตามหลักศาสนา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,1,ส 1.1 ป.2/6,เห็นคุณค่าและสวดมนต์ แผ่เมตตา มีสติที่เป็น พื้นฐานของสมาธิในพระพุทธศาสนาหรือการพัฒนาจิต ตามแนวทางของศาสนาที่ตนนับถือตามที่กําหนด,ส 1.1 ป.2/5,ชื่นชมการทําความดี ของตนเอง บุคคลในครอบครัวและ ในโรงเรียน ตามหลักศาสนา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,1,ส 1.1 ป.2/7,บอกชื่อศาสนา ศาสดา และความสําคัญ ของคัมภีร์ของศาสนาที่ตนนับถือและศาสนาอื่น ๆ,ส 1.1 ป.2/5,ชื่นชมการทําความดี ของตนเอง บุคคลในครอบครัวและ ในโรงเรียน ตามหลักศาสนา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.2,1.2 เข้าใจ ตระหนักและปฏิบัติตนเป็นศากชนที่ดี และธํารงรักษาพระพุทธศาสนาหรือศาสนา ที่ตนนับ,2,ส 1.2 ป.2/1, ปฏิบัติตนอย่างเหมาะสมต่อสาวกของศาสนา ที่ตนนับถือ ตามที่กําหนดได้ถูกต้อง,ส 1.2 ป.2/2,ปฏิบัติตนในศาสนพิธี พิธีกรรม และวันสําคัญทางศาสนา ตามที่กําหนดได้ถูกต้อง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,2,หน้าที่พลเมือง วัฒนธรรม และการดําเนินชีวิตในสังคม,ส 2,ส 2.1,2.1 เข้าใจและปฏิบัติตนตามหน้าที่ของการเป็นพลเมืองดี มีค่านิยมที่ดีงาม และธํารงรักษา ประเพณีและวัฒนธรรมไทย ดำรงชีวิตอยู่ร่วมกันในสังคมไทย และสังคมโลกอย่างสันติสุข,3,ส 2.1 ป.2/2 ,ปฏิบัติตนตามมารยาทไทย,ส 2.1 ป.2/1,ปฏิบัติตน ตามข้อตกลง กติกา กฎ ระเบียบ และหน้าที่ที่ต้องปฏิบัติ ในชีวิตประจําวัน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,2,หน้าที่พลเมือง วัฒนธรรม และการดําเนินชีวิตในสังคม,ส 2,ส 2.2,2.2 เข้าใจระบบการเมืองการปกครองในสังคมปัจจุบัน ยึดมั่น ศรัทธา และธํารงรักษาไว้ซึ่ง การปกครองระบอบประชาธิปไตยอันมีพระมหากษัตริย์ทรงเป็นประมุข,3,ส 2.1 ป.2/4,อธิบายความสัมพันธ์ของตนเอง และสมาชิก ในครอบครัวในฐานะเป็นส่วนหนึ่งของชุมชน,ส 2.1 ป.2/3,แสดงพฤติกรรม ในการยอมรับความคิด ความเชื่อ และการปฏิบัติของบุคคลอื่น ที่แตกต่างกันโดยปราศจากอคติ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,2,หน้าที่พลเมือง วัฒนธรรม และการดําเนินชีวิตในสังคม,ส 2,ส 2.2,2.2 เข้าใจระบบการเมืองการปกครองในสังคมปัจจุบัน ยึดมั่น ศรัทธา และธํารงรักษาไว้ซึ่ง การปกครองระบอบประชาธิปไตยอันมีพระมหากษัตริย์ทรงเป็นประมุข,3,ส 2.2 ป.2/2,อธิบายความสัมพันธ์ของตนเอง และสมาชิก ในครอบครัวในฐานะเป็นส่วนหนึ่งของชุมชน,ส 2.1 ป.2/3,แสดงพฤติกรรม ในการยอมรับความคิด ความเชื่อ และการปฏิบัติของบุคคลอื่น ที่แตกต่างกันโดยปราศจากอคติ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,2,หน้าที่พลเมือง วัฒนธรรม และการดําเนินชีวิตในสังคม,ส 2,ส 2.2,2.2 เข้าใจระบบการเมืองการปกครองในสังคมปัจจุบัน ยึดมั่น ศรัทธา และธํารงรักษาไว้ซึ่ง การปกครองระบอบประชาธิปไตยอันมีพระมหากษัตริย์ทรงเป็นประมุข,3,ส 2.2 ป.2/2, ระบุผู้มีบทบาท อํานาจในการตัดสินใจ ในโรงเรียน และชุมชน,ส 2.1 ป.2/3,แสดงพฤติกรรม ในการยอมรับความคิด ความเชื่อ และการปฏิบัติของบุคคลอื่น ที่แตกต่างกันโดยปราศจากอคติ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,3,เศรษฐศาสตร์,ส 3,ส 3.1,3.1 เข้าใจและสามารถบริหารจัดการทรัพยากรในการผลิตและการบริโภค การใช้ทรัพยากร ที่มีอยู่จํากัดได้อย่างมีประสิทธิภาพและคุ้มค่า รวมทั้งเข้าใจหลักการของเศรษฐกิจพอเพียง เพื่อการดำรงชีวิตอย่างมีดุลยภาพ,4,ส 3.1 ป.2/2 ,บอกที่มาของรายได้และรายจ่ายของตนเอง และครอบครัว,ส 3.1 ป.2/4,สรุปผลดีของการใช้จ่ายที่เหมาะสมกับรายได้ และการออม
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,3,เศรษฐศาสตร์,ส 3,ส 3.1,3.1 เข้าใจและสามารถบริหารจัดการทรัพยากรในการผลิตและการบริโภค การใช้ทรัพยากร ที่มีอยู่จํากัดได้อย่างมีประสิทธิภาพและคุ้มค่า รวมทั้งเข้าใจหลักการของเศรษฐกิจพอเพียง เพื่อการดำรงชีวิตอย่างมีดุลยภาพ,4,ส 3.1 ป.2/3,บันทึกรายรับ-รายจ่ายของตนเอง,ส 3.1 ป.2/4,สรุปผลดีของการใช้จ่ายที่เหมาะสมกับรายได้ และการออม
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,3,เศรษฐศาสตร์,ส 3,ส 3.1,3.1 เข้าใจและสามารถบริหารจัดการทรัพยากรในการผลิตและการบริโภค การใช้ทรัพยากร ที่มีอยู่จํากัดได้อย่างมีประสิทธิภาพและคุ้มค่า รวมทั้งเข้าใจหลักการของเศรษฐกิจพอเพียง เพื่อการดำรงชีวิตอย่างมีดุลยภาพ,5,ส 3.1 ป.2/1 ,ระบุทรัพยากรที่นํามาผลิตสินค้าและบริการ ที่ใช้ในชีวิตประจําวัน,ส 3.2 ป.2/2,บอกความสัมพันธ์ระหว่างผู้ซื้อและผู้ขาย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,3,เศรษฐศาสตร์,ส 3,ส 3.2,3.2 เข้าใจระบบและสถาบันทางเศรษฐกิจต่าง ๆ ความสัมพันธ์ทางเศรษฐกิจและความจําเป็น ของการร่วมมือกันทางเศรษฐกิจในสังคมโลก,5,ส 3.2 ป.2/1, อธิบายการแลกเปลี่ยนสินค้าและบริการโดยวิธีต่าง ๆ,ส 3.2 ป.2/2,บอกความสัมพันธ์ระหว่างผู้ซื้อและผู้ขาย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,4,ประวัติศาสตร์,ส 4,ส 4.1,4.1 เข้าใจความหมาย ความสำคัญของเวลาและยุคสมัยทางประวัติศาสตร์ สามารถใช้วิธีการ ทางประวัติศาสตร์มาวิเคราะห์เหตุการณ์ต่าง ๆ อย่างเป็นระบบ,6,ส 4.1 ป.2/1,ใช้คําระบุเวลาที่แสดงเหตุการณ์ในอดีต ปัจจุบัน และอนาคต,ส 4.2 ป.2/2,อธิบายผลกระทบของการเปลี่ยนแปลงที่มีต่อวิถีชีวิตของคนในชุมชน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,4,ประวัติศาสตร์,ส 4,ส 4.2,4.2 เข้าใจพัฒนาการของมนุษยชาติจากอดีตจนถึงปัจจุบันในด้านความสัมพันธ์และ การเปลี่ยนแปลงของเหตุการณ์อย่างต่อเนื่อง ตระหนักถึงความสำคัญ และสามารถวิเคราะห์ ผลกระทบที่เกิดขึ้น,6,ส 4.1 ป.2/2,ลําดับเหตุการณ์ที่เกิดขึ้นในครอบครัว หรือในชีวิตของตนเองโดยใช้หลักฐานที่เกี่ยวข้อง,ส 4.2 ป.2/2,อธิบายผลกระทบของการเปลี่ยนแปลงที่มีต่อวิถีชีวิตของคนในชุมชน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,4,ประวัติศาสตร์,ส 4,ส 4.2,4.2 เข้าใจพัฒนาการของมนุษยชาติจากอดีตจนถึงปัจจุบันในด้านความสัมพันธ์และ การเปลี่ยนแปลงของเหตุการณ์อย่างต่อเนื่อง ตระหนักถึงความสำคัญ และสามารถวิเคราะห์ ผลกระทบที่เกิดขึ้น,6,ส 4.2 ป.2/1,สืบค้นถึงการเปลี่ยนแปลงในวิถีชีวิตประจําวันของคนในชุมชนของตนจากอดีตถึงปัจจุบัน,ส 4.2 ป.2/2,อธิบายผลกระทบของการเปลี่ยนแปลงที่มีต่อวิถีชีวิตของคนในชุมชน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,4,ประวัติศาสตร์,ส 4,ส 4.3,4.3 เข้าใจความเป็นมาของชาติไทย วัฒนธรรม ภูมิปัญญาไทย มีความรัก ความภูมิใจ และธํารงความเป็นไทย,7,ส 4.3 ป.2/1,ระบุบุคคลที่ทําประโยชน์ต่อท้องถิ่น หรือ ประเทศชาติ,ส 4.3 ป.2/2,ยกตัวอย่าง วัฒนธรรม ประเพณี และภูมิปัญญาไทยที่ภาคภูมิใจ และควรอนุรักษ์ไว้
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,5,ภูมิศาสตร์,ส 5,ส 5.1,5.1 เข้าใจลักษณะของโลกทางกายภาพ และความสัมพันธ์ของสรรพสิ่งซึ่งมีผลต่อกันและกัน ในระบบของธรรมชาติ ใช้แผนที่และเครื่องมือทางภูมิศาสตร์ ในการค้นหาวิเคราะห์ สรุป และใช้ข้อมูลภูมิสารสนเทศอย่างมีประสิทธิภาพ,8,ส 5.1 ป.2/2,ระบุตําแหน่งและลักษณะทางกายภาพ ของสิ่งต่าง ๆ ที่ปรากฏในแผนผัง แผนที่ รูปถ่าย และลูกโลก,ส 5.1 ป.2/1,ระบุสิ่งแวดล้อมทางธรรมชาติและที่มนุษย์สร้างขึ้นซึ่งปรากฏระหว่างบ้านกับโรงเรียน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,5,ภูมิศาสตร์,ส 5,ส 5.1,5.1 เข้าใจลักษณะของโลกทางกายภาพ และความสัมพันธ์ของสรรพสิ่งซึ่งมีผลต่อกันและกัน ในระบบของธรรมชาติ ใช้แผนที่และเครื่องมือทางภูมิศาสตร์ ในการค้นหาวิเคราะห์ สรุป และใช้ข้อมูลภูมิสารสนเทศอย่างมีประสิทธิภาพ,9,ส 5.1 ป.2/3,สังเกตและแสดงความสัมพันธ์ระหว่างโลกดวงอาทิตย์และดวงจันทร์ที่ทําให้เกิดปรากฏการณ์,ส 5.2 ป.2/3,อธิบายความสัมพันธ์ระหว่างฤดูกาลกับการดําเนินชีวิตของมนุษย์
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,5,ภูมิศาสตร์,ส 5,ส 5.2,5.2 เข้าใจปฏิสัมพันธ์ระหว่างมนุษย์กับสภาพแวดล้อมทางกายภาพที่ก่อให้เกิดการสร้างสรรค์ วัฒนธรรม มีจิตสํานึกและมีส่วนร่วมในการอนุรักษ์ทรัพยากรธรรมชาติและสิ่งแวดล้อม เพื่อการพัฒนาที่ยั่งยืน,10,ส 5.2 ป.2/1,อธิบายความสําคัญของสิ่งแวดล้อมทางธรรมชาติและที่มนุษย์สร้างขึ้น,ส 5.2 ป.2/4,มีส่วนร่วมในการจัดการสิ่งแวดล้อมในโรงเรียน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,5,ภูมิศาสตร์,ส 5,ส 5.2,5.2 เข้าใจปฏิสัมพันธ์ระหว่างมนุษย์กับสภาพแวดล้อมทางกายภาพที่ก่อให้เกิดการสร้างสรรค์ วัฒนธรรม มีจิตสํานึกและมีส่วนร่วมในการอนุรักษ์ทรัพยากรธรรมชาติและสิ่งแวดล้อม เพื่อการพัฒนาที่ยั่งยืน,10,ส 5.2 ป.2/2,จําแนกและใช้ทรัพยากรธรรมชาติที่ใช้แล้ว ไม่หมดไป ที่ใช้แล้วหมดไป และสร้างทดแทนขึ้นใหม่ได้ อย่างคุ้มค่า,ส 5.2 ป.2/4,มีส่วนร่วมในการจัดการสิ่งแวดล้อมในโรงเรียน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,1,ส 1.1 ป.3/1,อธิบายความสําคัญของพระพุทธศาสนาหรือศาสนาที่ตนนับถือในฐานะที่เป็นรากฐานสําคัญของวัฒนธรรมไทย,ส 1.1 ป.3/5,แสดงความเคารพ พระรัตนตรัย และปฏิบัติตาม หลักธรรมโอวาท 3 ในพระพุทธศาสนาหรือหลักธรรม ของศาสนาที่ตนนับถือ ตามที่กําหนด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,1,ส 1.1 ป.3/2,สรุปพุทธประวัติตั้งแต่การบําเพ็ญเพียร จนถึงปรินิพพาน หรือประวัติของศาสดาที่ตนนับถือ ตามที่กําหนด,ส 1.1 ป.3/5,แสดงความเคารพ พระรัตนตรัย และปฏิบัติตาม หลักธรรมโอวาท 3 ในพระพุทธศาสนาหรือหลักธรรม ของศาสนาที่ตนนับถือ ตามที่กําหนด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,1,ส 1.1 ป.3/3,ชื่นชมและบอกแบบอย่างการดําเนินชีวิตและ ข้อคิดจากประวัติสาวก ชาดก เรื่องเล่าและศาสนิกชนตัวอย่าง ตามที่กําหนด,ส 1.1 ป.3/5,แสดงความเคารพ พระรัตนตรัย และปฏิบัติตาม หลักธรรมโอวาท 3 ในพระพุทธศาสนาหรือหลักธรรม ของศาสนาที่ตนนับถือ ตามที่กําหนด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,1,ส 1.1 ป.3/4,บอกความหมาย ความสําคัญของพระไตรปิฎก หรือคัมภีร์ของศาสนาที่ตนนับถือ,ส 1.1 ป.3/5,แสดงความเคารพ พระรัตนตรัย และปฏิบัติตาม หลักธรรมโอวาท 3 ในพระพุทธศาสนาหรือหลักธรรม ของศาสนาที่ตนนับถือ ตามที่กําหนด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,1,ส 1.1 ป.3/6,เห็นคุณค่าและสวดมนต์ แผ่เมตตา มีสติที่เป็น พื้นฐานของสมาธิในพระพุทธศาสนา หรือการพัฒนาจิต ตามแนวทางของศาสนาที่ตนนับถือตามที่กําหนด,ส 1.1 ป.3/5,แสดงความเคารพ พระรัตนตรัย และปฏิบัติตาม หลักธรรมโอวาท 3 ในพระพุทธศาสนาหรือหลักธรรม ของศาสนาที่ตนนับถือ ตามที่กําหนด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,2,ส 1.1 ป.3/7 ,บอกชื่อ ความสําคัญ และปฏิบัติตนได้ อย่างเหมาะสมต่อศาสนวัตถุ ศาสนสถาน และศาสนบุคคล ของศาสนาอื่นๆ,ส 1.1 ป.3/2,เห็นคุณค่าและ ปฏิบัติตนในศาสนพิธี พิธีกรรม และวันสําคัญทางศาสนาตามที่กําหนดได้ถูกต้อง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.2,1.2 เข้าใจ ตระหนักและปฏิบัติตนเป็นศากชนที่ดี และธํารงรักษาพระพุทธศาสนาหรือศาสนา ที่ตนนับ,2,ส 1.2 ป.3/1,ปฏิบัติตนอย่างเหมาะสมต่อสาวก ศาสนาสถานศาสนวัตถุของศาสนาที่ตนนับถือตามที่กําหนดได้ถูกต้อง,ส 1.1 ป.3/2,เห็นคุณค่าและ ปฏิบัติตนในศาสนพิธี พิธีกรรม และวันสําคัญทางศาสนาตามที่กําหนดได้ถูกต้อง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.2,1.2 เข้าใจ ตระหนักและปฏิบัติตนเป็นศากชนที่ดี และธํารงรักษาพระพุทธศาสนาหรือศาสนา ที่ตนนับ,2,ส 1.2 ป.3/3,แสดงตนเป็นพุทธมามกะหรือแสดงตนเป็นศาสนิกชนของศาสนาที่ตนนับถือ,ส 1.1 ป.3/2,เห็นคุณค่าและ ปฏิบัติตนในศาสนพิธี พิธีกรรม และวันสําคัญทางศาสนาตามที่กําหนดได้ถูกต้อง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,2,หน้าที่พลเมือง วัฒนธรรม และการดําเนินชีวิตในสังคม,ส 2,ส 2.1,2.1 เข้าใจและปฏิบัติตนตามหน้าที่ของการเป็นพลเมืองดี มีค่านิยมที่ดีงาม และธํารงรักษา ประเพณีและวัฒนธรรมไทย ดำรงชีวิตอยู่ร่วมกันในสังคมไทย และสังคมโลกอย่างสันติสุข,3,ส 2.1 ป.3/2, บอกพฤติกรรมการดําเนินชีวิตของตนเองและ ผู้อื่นที่อยู่ในกระแสวัฒนธรรมที่หลากหลาย,ส 2.1 ป.3/1,สรุปประโยชน์และปฏิบัติตนตามประเพณี และวัฒนธรรมในครอบครัวและท้องถิ่น
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,2,หน้าที่พลเมือง วัฒนธรรม และการดําเนินชีวิตในสังคม,ส 2,ส 2.1,2.1 เข้าใจและปฏิบัติตนตามหน้าที่ของการเป็นพลเมืองดี มีค่านิยมที่ดีงาม และธํารงรักษา ประเพณีและวัฒนธรรมไทย ดำรงชีวิตอยู่ร่วมกันในสังคมไทย และสังคมโลกอย่างสันติสุข,3,ส 2.1 ป.3/3,อธิบายความสําคัญของวันหยุดราชการที่สําคัญ,ส 2.1 ป.3/1,สรุปประโยชน์และปฏิบัติตนตามประเพณี และวัฒนธรรมในครอบครัวและท้องถิ่น
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,2,หน้าที่พลเมือง วัฒนธรรม และการดําเนินชีวิตในสังคม,ส 2,ส 2.1,2.1 เข้าใจและปฏิบัติตนตามหน้าที่ของการเป็นพลเมืองดี มีค่านิยมที่ดีงาม และธํารงรักษา ประเพณีและวัฒนธรรมไทย ดำรงชีวิตอยู่ร่วมกันในสังคมไทย และสังคมโลกอย่างสันติสุข,3,ส 2.1 ป.3/4,ยกตัวอย่างบุคคลซึ่งมีผลงานที่เป็นประโยชน์แก่ชุมชนและท้องถิ่นของตน,ส 2.1 ป.3/1,สรุปประโยชน์และปฏิบัติตนตามประเพณี และวัฒนธรรมในครอบครัวและท้องถิ่น
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,2,หน้าที่พลเมือง วัฒนธรรม และการดําเนินชีวิตในสังคม,ส 2,ส 2.2,2.2 เข้าใจระบบการเมืองการปกครองในสังคมปัจจุบัน ยึดมั่น ศรัทธา และธํารงรักษาไว้ซึ่ง การปกครองระบอบประชาธิปไตยอันมีพระมหากษัตริย์ทรงเป็นประมุข,4,ส 2.2 ป.3/1, ระบุบทบาทหน้าที่ของสมาชิกของชุมชนในการ มีส่วนร่วมในกิจกรรมต่าง ๆ ตามกระบวนการประชาธิปไตย,ส 2.2 ป.3/3,ยกตัวอย่าง การเปลี่ยนแปลงในชั้นเรียน โรงเรียนและชุมชน ที่เป็นผลจาก การตัดสินใจของบุคคลและกลุ่ม
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,2,หน้าที่พลเมือง วัฒนธรรม และการดําเนินชีวิตในสังคม,ส 2,ส 2.2,2.2 เข้าใจระบบการเมืองการปกครองในสังคมปัจจุบัน ยึดมั่น ศรัทธา และธํารงรักษาไว้ซึ่ง การปกครองระบอบประชาธิปไตยอันมีพระมหากษัตริย์ทรงเป็นประมุข,4,ส 2.2 ป.3/2,วิเคราะห์ความแตกต่างของกระบวนการ การตัดสินใจในชั้นเรียน โรงเรียนและชุมชน โดยวิธีการ ออกเสียงโดยตรงและการเลือกตัวแทนออกเสียง,ส 2.2 ป.3/3,ยกตัวอย่าง การเปลี่ยนแปลงในชั้นเรียน โรงเรียนและชุมชน ที่เป็นผลจาก การตัดสินใจของบุคคลและกลุ่ม
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,3,เศรษฐศาสตร์,ส 3,ส 3.1,3.1 เข้าใจและสามารถบริหารจัดการทรัพยากรในการผลิตและการบริโภค การใช้ทรัพยากร ที่มีอยู่จํากัดได้อย่างมีประสิทธิภาพและคุ้มค่า รวมทั้งเข้าใจหลักการของเศรษฐกิจพอเพียง เพื่อการดำรงชีวิตอย่างมีดุลยภาพ,5,ส 3.1 ป.3/1 ,จําแนกความต้องการและความจําเป็นในการ ใช้สินค้าและบริการในการดํารงชีวิต,ส 3.1 ป.3/2,วิเคราะห์การใช้จ่ายของตนเอง
